6 FRAME COLUMNS							AVERAGE		PBAG CHANCE		FRAMES PAST		SECONDS ELAPSED
159	79	167	83	41	148		112.83		0.5575		3024		50.4
202	229	242	121	188	222		200.67		0.2131		3030		50.5
111	183	219	109	54	27		117.17		0.5405		3036		50.6
141	70	35	17	136	196		99.17		0.6111		3042		50.7
98	49	152	76	166	83		104.0		0.5922		3048		50.8
169	84	42	21	10	133		76.5		0.7		3054		50.9
66	33	144	72	36	146		82.83		0.6752		3060		51.0
201	228	114	57	28	14		107.0		0.5804		3066		51.1
135	195	97	48	24	140		106.5		0.5824		3072		51.2
70	163	81	168	212	106		133.33		0.4771		3078		51.3
181	90	173	214	107	181		157.67		0.3817		3084		51.4
90	173	214	235	117	58		147.83		0.4203		3090		51.5
29	142	199	99	177	216		143.67		0.4366		3096		51.6
236	118	59	157	206	103		146.5		0.4255		3102		51.7
51	153	76	38	19	9		57.67		0.7739		3108		51.8
4	130	65	160	80	40		79.83		0.6869		3114		51.9
148	202	229	114	57	28		129.67		0.4915		3120		52.0
14	135	195	225	240	120		154.83		0.3928		3126		52.1
188	94	175	87	43	21		101.33		0.6026		3132		52.2
10	133	66	161	208	232		135.0		0.4706		3138		52.3
244	250	253	254	255	127		230.5		0.0961		3144		52.4
191	223	239	247	123	189		202.0		0.2078		3150		52.5
222	111	55	27	13	134		93.67		0.6327		3156		52.6
67	33	16	136	196	226		112.33		0.5595		3162		52.7
113	56	156	206	231	243		167.5		0.3431		3168		52.8
249	124	190	223	239	247		212.0		0.1686		3174		52.9
123	61	158	207	231	115		149.17		0.415		3180		53.0
57	156	206	103	179	89		131.67		0.4837		3186		53.1
172	214	107	181	90	45		134.83		0.4712		3192		53.2
150	75	165	82	41	148		110.17		0.568		3198		53.3
74	37	18	9	132	66		56.0		0.7804		3204		53.4
33	16	8	132	66	33		48.0		0.8118		3210		53.5
16	8	132	66	161	80		77.17		0.6974		3216		53.6
40	148	74	165	82	169		113.0		0.5569		3222		53.7
212	106	181	90	173	214		162.67		0.3621		3228		53.8
235	117	58	157	206	231		167.33		0.3438		3234		53.9
115	185	220	238	247	123		188.0		0.2627		3240		54.0
189	222	111	55	155	205		156.17		0.3876		3246		54.1
230	115	57	28	142	71		107.17		0.5797		3252		54.2
35	17	8	132	194	225		101.83		0.6007		3258		54.3
112	184	220	238	247	251		208.67		0.1817		3264		54.4
253	254	255	255	255	255		254.5		0.002		3270		54.5
127	63	31	143	71	35		78.33		0.6928		3276		54.6
17	136	196	226	113	184		145.33		0.4301		3282		54.7
220	238	119	187	221	110		182.5		0.2843		3288		54.8
55	155	205	102	51	25		98.83		0.6124		3294		54.9
140	70	35	17	136	68		77.67		0.6954		3300		55.0
162	81	40	20	138	69		85.0		0.6667		3306		55.1
34	145	72	164	82	169		111.0		0.5647		3312		55.2
84	170	213	234	245	122		178.0		0.302		3318		55.3
189	222	239	247	123	189		201.5		0.2098		3324		55.4
222	239	119	187	93	174		172.33		0.3242		3330		55.5
87	43	149	202	101	178		126.67		0.5033		3336		55.6
89	44	150	75	37	18		68.83		0.7301		3342		55.7
9	4	130	193	96	176		101.33		0.6026		3348		55.8
216	108	182	219	237	246		201.33		0.2105		3354		55.9
251	253	126	191	223	111		192.5		0.2451		3360		56.0
55	155	77	166	211	105		128.17		0.4974		3366		56.1
180	218	109	182	91	173		158.83		0.3771		3372		56.2
214	107	181	90	45	22		109.83		0.5693		3378		56.3
11	5	2	1	128	64		35.17		0.8621		3384		56.4
160	80	168	212	106	53		129.83		0.4908		3390		56.5
26	141	70	163	209	104		118.83		0.534		3396		56.6
52	154	205	230	243	121		167.5		0.3431		3402		56.7
188	94	175	215	107	181		160.0		0.3725		3408		56.8
218	109	54	155	77	166		129.83		0.4908		3414		56.9
83	41	20	138	197	226		117.5		0.5392		3420		57.0
113	56	156	206	231	243		167.5		0.3431		3426		57.1
121	60	158	207	231	243		170.0		0.3333		3432		57.2
121	188	222	239	247	123		190.0		0.2549		3438		57.3
61	158	79	167	211	105		130.17		0.4895		3444		57.4
180	218	109	54	27	13		100.17		0.6072		3450		57.5
134	67	161	80	168	84		115.67		0.5464		3456		57.6
170	85	42	21	138	197		108.83		0.5732		3462		57.7
98	177	88	172	86	43		110.67		0.566		3468		57.8
149	202	229	242	249	124		199.17		0.219		3474		57.9
62	31	15	135	67	161		78.5		0.6922		3480		58.0
208	104	52	154	77	166		126.83		0.5026		3486		58.1
83	41	20	10	133	66		58.83		0.7693		3492		58.2
33	16	136	196	98	177		109.33		0.5712		3498		58.3
216	108	182	219	237	118		180.0		0.2941		3504		58.4
187	93	46	151	203	101		130.17		0.4895		3510		58.5
178	217	236	246	251	125		208.83		0.181		3516		58.6
190	95	175	87	171	213		155.17		0.3915		3522		58.7
234	117	58	29	142	71		108.5		0.5745		3528		58.8
35	17	8	132	66	33		48.5		0.8098		3534		58.9
16	136	196	226	241	120		155.83		0.3889		3540		59.0
60	158	207	231	243	249		191.33		0.2497		3546		59.1
252	126	191	223	111	55		159.67		0.3739		3552		59.2
27	13	6	131	65	160		67.0		0.7373		3558		59.3
208	232	244	250	253	254		240.17		0.0582		3564		59.4
127	191	223	239	247	251		213.0		0.1647		3570		59.5
125	62	31	15	7	3		40.5		0.8412		3576		59.6
1	128	192	96	176	216		134.83		0.4712		3582		59.7
236	246	123	189	94	175		177.17		0.3052		3588		59.8
215	235	245	122	61	158		172.67		0.3229		3594		59.9
207	103	51	25	140	70		99.33		0.6105		3600		60.0
35	145	200	228	242	121		161.83		0.3654		3606		60.1
60	30	15	7	131	193		72.67		0.715		3612		60.2
96	176	88	44	150	75		104.83		0.5889		3618		60.3
37	146	201	100	50	153		114.5		0.551		3624		60.4
76	166	83	169	212	106		135.33		0.4693		3630		60.5
181	218	237	118	59	29		140.33		0.4497		3636		60.6
14	135	67	161	208	104		114.83		0.5497		3642		60.7
180	218	237	246	123	61		177.5		0.3039		3648		60.8
30	143	199	227	113	56		128.0		0.498		3654		60.9
156	206	231	115	57	156		153.5		0.398		3660		61.0
206	231	243	249	252	254		239.17		0.0621		3666		61.1
127	191	223	111	55	27		122.33		0.5203		3672		61.2
141	70	35	17	136	196		99.17		0.6111		3678		61.3
226	113	184	92	174	87		146.0		0.4275		3684		61.4
171	213	106	53	26	141		118.33		0.5359		3690		61.5
70	35	17	136	68	162		81.33		0.681		3696		61.6
209	232	116	186	93	46		147.0		0.4235		3702		61.7
151	203	101	50	153	76		122.33		0.5203		3708		61.8
166	211	105	180	218	237		186.17		0.2699		3714		61.9
246	251	253	254	127	191		220.33		0.1359		3720		62.0
223	111	183	91	45	22		112.5		0.5588		3726		62.1
11	5	130	65	160	208		96.5		0.6216		3732		62.2
232	116	186	93	46	23		116.0		0.5451		3738		62.3
139	197	98	177	88	172		145.17		0.4307		3744		62.4
86	43	21	138	197	226		118.5		0.5353		3750		62.5
241	120	60	158	79	167		137.5		0.4608		3756		62.6
83	169	212	106	181	90		140.17		0.4503		3762		62.7
45	150	75	37	18	137		77.0		0.698		3768		62.8
196	98	49	24	140	198		117.5		0.5392		3774		62.9
227	113	56	28	142	199		127.5		0.5		3780		63.0
227	241	248	252	126	191		214.17		0.1601		3786		63.1
223	111	55	27	141	70		104.5		0.5902		3792		63.2
163	81	168	212	234	117		162.5		0.3627		3798		63.3
186	221	238	119	187	221		195.33		0.234		3804		63.4
110	55	155	77	38	19		75.67		0.7033		3810		63.5
9	132	66	33	144	200		97.33		0.6183		3816		63.6
100	178	89	44	22	11		74.0		0.7098		3822		63.7
133	66	161	80	168	84		115.33		0.5477		3828		63.8
42	21	138	197	226	241		144.17		0.4346		3834		63.9
120	60	30	15	135	67		71.17		0.7209		3840		64.0
161	208	104	52	26	13		94.0		0.6314		3846		64.1
134	67	33	16	8	4		43.67		0.8288		3852		64.2
2	1	0	128	192	96		69.83		0.7261		3858		64.3
48	24	12	134	195	225		106.33		0.583		3864		64.4
112	56	28	14	135	195		90.0		0.6471		3870		64.5
97	176	88	44	22	139		94.33		0.6301		3876		64.6
69	162	81	40	20	10		63.67		0.7503		3882		64.7
133	194	97	48	152	76		116.67		0.5425		3888		64.8
38	147	73	36	146	201		106.83		0.581		3894		64.9
100	50	153	204	230	243		163.33		0.3595		3900		65.0
249	252	126	191	95	175		181.33		0.2889		3906		65.1
215	107	53	26	141	198		123.33		0.5163		3912		65.2
99	49	152	204	230	243		162.83		0.3614		3918		65.3
121	60	158	79	167	211		132.67		0.4797		3924		65.4
233	244	250	253	126	63		194.83		0.2359		3930		65.5
31	15	7	131	193	224		100.17		0.6072		3936		65.6
112	184	220	238	119	59		155.33		0.3908		3942		65.7
29	14	135	195	225	112		118.33		0.5359		3948		65.8
184	220	238	247	123	61		178.83		0.2987		3954		65.9
158	207	231	243	249	252		223.33		0.1242		3960		66.0
254	127	191	95	47	23		122.83		0.5183		3966		66.1
11	133	66	33	144	200		97.83		0.6163		3972		66.2
228	242	121	188	94	47		153.33		0.3987		3978		66.3
151	203	229	114	57	28		130.33		0.4889		3984		66.4
14	7	3	1	128	64		36.17		0.8582		3990		66.5
160	80	40	148	202	101		121.83		0.5222		3996		66.6
50	153	76	38	147	201		110.83		0.5654		4002		66.7
100	178	217	236	118	187		172.67		0.3229		4008		66.8
93	174	215	235	117	58		148.67		0.417		4014		66.9
157	206	103	179	89	172		151.0		0.4078		4020		67.0
214	235	117	58	29	142		132.5		0.4804		4026		67.1
71	163	209	232	244	122		173.5		0.3196		4032		67.2
61	30	15	7	3	129		40.83		0.8399		4038		67.3
64	32	144	72	164	210		114.33		0.5516		4044		67.4
105	180	90	173	86	171		134.17		0.4739		4050		67.5
213	106	53	26	141	198		122.83		0.5183		4056		67.6
227	113	184	92	174	215		167.5		0.3431		4062		67.7
107	181	218	109	54	155		137.33		0.4614		4068		67.8
205	230	115	57	28	142		129.5		0.4922		4074		67.9
199	99	49	24	140	198		118.17		0.5366		4080		68.0
227	241	248	252	254	255		246.17		0.0346		4086		68.1
255	255	127	63	159	207		177.67		0.3033		4092		68.2
231	115	57	156	206	103		144.67		0.4327		4098		68.3
51	25	140	198	99	177		115.0		0.549		4104		68.4
88	172	214	107	181	90		142.0		0.4431		4110		68.5
45	150	203	229	114	57		133.0		0.4784		4116		68.6
156	78	39	147	73	164		109.5		0.5706		4122		68.7
82	41	20	10	5	130		48.0		0.8118		4128		68.8
65	32	16	136	68	34		58.5		0.7706		4134		68.9
17	8	132	66	161	80		77.33		0.6967		4140		69.0
40	20	138	197	98	177		111.67		0.5621		4146		69.1
216	108	54	155	205	230		161.33		0.3673		4152		69.2
243	121	60	30	143	71		111.33		0.5634		4158		69.3
35	145	200	228	114	185		151.17		0.4072		4164		69.4
220	238	119	59	157	78		145.17		0.4307		4170		69.5
167	83	169	84	170	85		126.33		0.5046		4176		69.6
170	213	234	117	186	221		190.17		0.2542		4182		69.7
110	55	155	77	38	19		75.67		0.7033		4188		69.8
137	196	98	49	152	204		139.33		0.4536		4194		69.9
102	51	25	12	6	3		33.17		0.8699		4200		70.0
129	64	32	144	200	100		111.5		0.5627		4206		70.1
50	25	140	70	163	209		109.5		0.5706		4212		70.2
104	52	26	13	6	131		55.33		0.783		4218		70.3
65	160	80	40	20	138		83.83		0.6712		4224		70.4
197	226	113	56	28	14		105.67		0.5856		4230		70.5
135	195	97	48	152	76		117.17		0.5405		4236		70.6
38	147	73	164	210	233		144.17		0.4346		4242		70.7
116	58	157	206	103	179		136.5		0.4647		4248		70.8
217	236	118	187	93	46		149.5		0.4137		4254		70.9
23	11	5	2	129	192		60.33		0.7634		4260		71.0
224	112	184	220	238	247		204.17		0.1993		4266		71.1
123	189	94	175	215	235		171.83		0.3261		4272		71.2
245	250	125	190	223	111		190.67		0.2523		4278		71.3
55	27	13	6	3	129		38.83		0.8477		4284		71.4
192	224	240	248	252	126		213.67		0.1621		4290		71.5
63	31	143	199	227	241		150.67		0.4092		4296		71.6
120	60	158	79	39	19		79.17		0.6895		4302		71.7
9	132	66	161	80	168		102.67		0.5974		4308		71.8
212	234	117	58	157	206		164.0		0.3569		4314		71.9
231	243	249	124	190	223		210.0		0.1765		4320		72.0
111	183	91	45	150	203		130.5		0.4882		4326		72.1
229	242	121	188	222	111		185.5		0.2725		4332		72.2
183	91	45	22	11	133		80.83		0.683		4338		72.3
66	33	144	200	228	114		130.83		0.4869		4344		72.4
57	156	78	39	147	201		113.0		0.5569		4350		72.5
100	50	25	12	6	3		32.67		0.8719		4356		72.6
1	128	64	32	144	72		73.5		0.7118		4362		72.7
36	146	73	36	18	137		74.33		0.7085		4368		72.8
68	34	145	72	164	82		94.17		0.6307		4374		72.9
169	212	106	181	218	237		187.17		0.266		4380		73.0
118	187	93	46	151	75		111.67		0.5621		4386		73.1
165	210	233	244	250	253		225.83		0.1144		4392		73.2
254	127	63	159	79	167		141.5		0.4451		4398		73.3
211	105	52	154	77	166		127.5		0.5		4404		73.4
83	41	148	202	229	114		136.17		0.466		4410		73.5
57	28	142	71	163	209		111.67		0.5621		4416		73.6
232	116	186	221	110	55		153.33		0.3987		4422		73.7
27	13	6	131	193	224		99.0		0.6118		4428		73.8
112	184	220	238	247	123		187.33		0.2654		4434		73.9
61	30	143	199	227	241		150.17		0.4111		4440		74.0
248	252	254	255	127	63		199.83		0.2163		4446		74.1
31	15	135	195	225	240		140.17		0.4503		4452		74.2
248	252	254	127	63	31		162.5		0.3627		4458		74.3
15	135	195	225	112	184		144.33		0.434		4464		74.4
220	238	119	59	29	142		134.5		0.4725		4470		74.5
199	227	241	120	188	222		199.5		0.2176		4476		74.6
111	183	91	45	150	203		130.5		0.4882		4482		74.7
229	114	57	156	206	103		144.17		0.4346		4488		74.8
179	89	172	86	43	149		119.67		0.5307		4494		74.9
74	37	146	73	36	18		64.0		0.749		4500		75.0
9	132	66	33	16	136		65.33		0.7438		4506		75.1
68	34	17	8	4	130		43.5		0.8294		4512		75.2
193	96	48	24	140	70		95.17		0.6268		4518		75.3
163	209	232	116	58	157		155.83		0.3889		4524		75.4
78	167	83	41	20	10		66.5		0.7392		4530		75.5
133	194	225	240	248	252		215.33		0.1556		4536		75.6
126	191	95	175	87	171		140.83		0.4477		4542		75.7
213	106	181	218	109	182		168.17		0.3405		4548		75.8
91	45	150	203	101	50		106.67		0.5817		4554		75.9
25	12	134	67	161	208		101.17		0.6033		4560		76.0
232	116	186	221	110	55		153.33		0.3987		4566		76.1
27	141	70	163	209	232		140.33		0.4497		4572		76.2
116	186	93	174	215	107		148.5		0.4176		4578		76.3
53	26	141	70	35	145		78.33		0.6928		4584		76.4
200	228	242	249	252	126		216.17		0.1523		4590		76.5
63	31	143	199	227	113		129.33		0.4928		4596		76.6
56	28	142	71	35	17		58.17		0.7719		4602		76.7
136	196	98	177	88	172		144.5		0.4333		4608		76.8
214	107	181	90	173	214		163.17		0.3601		4614		76.9
235	245	122	61	158	207		171.33		0.3281		4620		77.0
103	179	89	172	86	43		112.0		0.5608		4626		77.1
149	202	101	178	89	44		127.17		0.5013		4632		77.2
22	11	5	2	1	0		6.83		0.9732		4638		77.3
128	64	32	144	200	100		111.33		0.5634		4644		77.4
178	217	108	54	155	205		152.83		0.4007		4650		77.5
102	179	217	236	118	187		173.17		0.3209		4656		77.6
93	174	215	107	53	26		111.33		0.5634		4662		77.7
141	198	99	177	216	236		177.83		0.3026		4668		77.8
246	251	125	62	31	15		121.67		0.5229		4674		77.9
135	195	225	240	248	124		194.5		0.2373		4680		78.0
190	95	47	23	11	133		83.17		0.6739		4686		78.1
66	161	80	168	212	234		153.5		0.398		4692		78.2
117	186	221	238	247	251		210.0		0.1765		4698		78.3
253	126	63	159	79	167		141.17		0.4464		4704		78.4
83	41	148	74	37	146		88.17		0.6542		4710		78.5
73	164	210	105	52	26		105.0		0.5882		4716		78.6
13	6	3	129	64	160		62.5		0.7549		4722		78.7
80	40	148	74	37	146		87.5		0.6569		4728		78.8
201	100	50	153	76	38		103.0		0.5961		4734		78.9
19	137	196	98	177	216		140.5		0.449		4740		79.0
108	54	27	13	6	131		56.5		0.7784		4746		79.1
65	32	16	8	132	194		74.5		0.7078		4752		79.2
225	240	248	124	62	159		176.33		0.3085		4758		79.3
207	231	115	185	92	46		146.0		0.4275		4764		79.4
151	75	37	146	73	164		107.67		0.5778		4770		79.5
82	169	212	234	117	58		145.33		0.4301		4776		79.6
29	14	135	67	161	80		81.0		0.6824		4782		79.7
168	84	170	213	234	117		164.33		0.3556		4788		79.8
186	221	110	183	219	109		171.33		0.3281		4794		79.9
54	27	141	198	227	113		126.67		0.5033		4800		80.0
184	220	110	55	27	141		122.83		0.5183		4806		80.1
198	99	177	88	44	150		126.0		0.5059		4812		80.2
75	37	18	9	132	66		56.17		0.7797		4818		80.3
161	80	168	212	106	53		130.0		0.4902		4824		80.4
26	141	198	227	241	120		158.83		0.3771		4830		80.5
60	158	207	103	179	89		132.67		0.4797		4836		80.6
172	86	171	213	234	117		165.5		0.351		4842		80.7
186	93	46	151	75	37		98.0		0.6157		4848		80.8
18	9	4	130	193	224		96.33		0.6222		4854		80.9
240	248	124	190	223	239		210.67		0.1739		4860		81.0
119	187	221	110	183	219		173.17		0.3209		4866		81.1
109	182	91	45	150	203		130.0		0.4902		4872		81.2
101	178	89	44	150	75		106.17		0.5837		4878		81.3
165	210	105	52	154	205		148.5		0.4176		4884		81.4
102	51	25	12	134	195		86.5		0.6608		4890		81.5
225	240	120	188	222	239		205.67		0.1935		4896		81.6
247	123	61	30	143	199		133.83		0.4752		4902		81.7
227	113	184	220	238	247		204.83		0.1967		4908		81.8
123	61	158	79	167	211		133.17		0.4778		4914		81.9
233	244	250	125	62	31		157.5		0.3824		4920		82.0
15	7	3	129	64	160		63.0		0.7529		4926		82.1
80	168	212	234	117	186		166.17		0.3484		4932		82.2
221	110	183	219	237	118		181.33		0.2889		4938		82.3
59	157	206	231	115	57		137.5		0.4608		4944		82.4
156	78	39	19	137	196		104.17		0.5915		4950		82.5
226	113	56	28	142	71		106.0		0.5843		4956		82.6
35	145	72	164	82	169		111.17		0.5641		4962		82.7
84	170	85	170	213	106		138.0		0.4588		4968		82.8
181	218	237	118	59	157		161.67		0.366		4974		82.9
206	231	115	185	220	110		177.83		0.3026		4980		83.0
55	27	141	198	99	49		94.83		0.6281		4986		83.1
24	12	134	67	33	16		47.67		0.8131		4992		83.2
136	196	98	177	88	172		144.5		0.4333		4998		83.3
214	235	245	122	189	222		204.5		0.198		5004		83.4
239	247	251	125	190	223		212.5		0.1667		5010		83.5
111	183	91	45	150	75		109.17		0.5719		5016		83.6
165	210	105	180	218	109		164.5		0.3549		5022		83.7
54	27	13	6	3	129		38.67		0.8484		5028		83.8
64	160	80	168	212	106		131.67		0.4837		5034		83.9
53	154	205	102	179	217		151.67		0.4052		5040		84.0
108	54	27	141	198	227		125.83		0.5065		5046		84.1
113	184	92	46	23	11		78.17		0.6935		5052		84.2
133	194	97	48	24	12		84.67		0.668		5058		84.3
134	67	33	16	136	68		75.67		0.7033		5064		84.4
34	145	72	164	210	233		143.0		0.4392		5070		84.5
116	58	157	206	231	243		168.5		0.3392		5076		84.6
249	252	126	191	95	175		181.33		0.2889		5082		84.7
87	43	21	10	133	194		81.33		0.681		5088		84.8
97	176	216	236	246	251		203.67		0.2013		5094		84.9
125	62	31	143	199	227		131.17		0.4856		5100		85.0
241	248	252	126	63	31		160.17		0.3719		5106		85.1
15	7	3	129	64	32		41.67		0.8366		5112		85.2
144	200	228	242	121	188		187.17		0.266		5118		85.3
94	175	215	235	245	122		181.0		0.2902		5124		85.4
61	30	143	71	35	17		59.5		0.7667		5130		85.5
136	68	162	209	232	244		175.17		0.3131		5136		85.6
250	125	62	159	207	103		151.0		0.4078		5142		85.7
179	217	108	182	219	109		169.0		0.3373		5148		85.8
182	91	45	150	203	229		150.0		0.4118		5154		85.9
242	121	60	158	79	167		137.83		0.4595		5160		86.0
83	41	20	138	197	98		96.17		0.6229		5166		86.1
49	152	204	230	243	249		187.83		0.2634		5172		86.2
252	126	63	159	207	231		173.0		0.3216		5178		86.3
115	57	28	14	7	3		37.33		0.8536		5184		86.4
1	128	192	224	112	56		118.83		0.534		5190		86.5
156	206	103	179	217	108		161.5		0.3667		5196		86.6
54	155	205	102	51	25		98.67		0.6131		5202		86.7
140	70	163	81	168	84		117.67		0.5386		5208		86.8
170	85	42	149	202	101		124.83		0.5105		5214		86.9
50	153	76	166	211	105		126.83		0.5026		5220		87.0
52	154	205	230	243	249		188.83		0.2595		5226		87.1
252	254	255	255	127	191		222.33		0.1281		5232		87.2
95	47	151	203	101	178		129.17		0.4935		5238		87.3
89	172	214	107	53	154		131.5		0.4843		5244		87.4
77	38	19	137	68	162		83.5		0.6725		5250		87.5
81	40	148	74	37	146		87.67		0.6562		5256		87.6
201	100	178	217	108	54		143.0		0.4392		5262		87.7
27	141	198	227	241	248		180.33		0.2928		5268		87.8
124	62	31	15	135	67		72.33		0.7163		5274		87.9
33	16	8	4	130	65		42.67		0.8327		5280		88.0
160	208	232	116	58	157		155.17		0.3915		5286		88.1
78	39	147	201	100	50		102.5		0.598		5292		88.2
153	204	102	51	25	140		112.5		0.5588		5298		88.3
70	163	81	40	20	138		85.33		0.6654		5304		88.4
69	34	145	200	228	114		131.67		0.4837		5310		88.5
185	92	174	215	107	181		159.0		0.3765		5316		88.6
90	173	214	235	245	250		201.17		0.2111		5322		88.7
125	190	223	111	183	91		153.83		0.3967		5328		88.8
45	22	11	133	194	97		83.67		0.6719		5334		88.9
176	216	236	118	59	29		139.0		0.4549		5340		89.0
14	7	131	193	96	48		81.5		0.6804		5346		89.1
152	204	102	51	25	140		112.33		0.5595		5352		89.2
70	163	209	104	52	154		125.33		0.5085		5358		89.3
77	38	147	73	164	82		96.83		0.6203		5364		89.4
169	84	170	213	234	117		164.5		0.3549		5370		89.5
58	157	206	231	243	121		169.33		0.3359		5376		89.6
60	158	207	103	179	89		132.67		0.4797		5382		89.7
172	214	235	245	250	125		206.83		0.1889		5388		89.8
190	95	175	215	107	53		139.17		0.4542		5394		89.9
26	13	6	3	1	128		29.5		0.8843		5400		90.0
192	224	112	184	92	174		163.0		0.3608		5406		90.1
87	171	213	106	181	90		141.33		0.4458		5412		90.2
173	86	43	21	138	197		109.67		0.5699		5418		90.3
226	241	248	124	190	95		187.33		0.2654		5424		90.4
175	87	171	85	42	149		118.17		0.5366		5430		90.5
74	37	146	73	164	210		117.33		0.5399		5436		90.6
233	244	122	61	30	15		117.5		0.5392		5442		90.7
135	195	97	48	24	140		106.5		0.5824		5448		90.8
70	35	17	136	196	98		92.0		0.6392		5454		90.9
177	88	44	150	75	165		116.5		0.5431		5460		91.0
82	169	212	106	181	90		140.0		0.451		5466		91.1
45	150	203	101	50	153		117.0		0.5412		5472		91.2
204	102	51	153	204	230		157.33		0.383		5478		91.3
243	121	60	30	15	7		79.33		0.6889		5484		91.4
131	193	224	240	120	60		161.33		0.3673		5490		91.5
158	79	39	19	137	68		83.33		0.6732		5496		91.6
34	145	72	164	210	105		121.67		0.5229		5502		91.7
180	90	173	214	235	245		189.5		0.2569		5508		91.8
122	61	30	143	71	163		98.33		0.6144		5514		91.9
81	168	84	170	213	234		158.33		0.3791		5520		92.0
117	186	93	46	151	203		132.67		0.4797		5526		92.1
101	50	25	12	134	195		86.17		0.6621		5532		92.2
97	176	216	108	182	219		166.33		0.3477		5538		92.3
237	246	123	189	94	175		177.33		0.3046		5544		92.4
215	107	53	26	13	134		91.33		0.6418		5550		92.5
195	97	176	216	236	118		173.0		0.3216		5556		92.6
59	157	206	103	179	217		153.5		0.398		5562		92.7
