10 FRAME COLUMNS											AVERAGE		PBAG CHANCE		FRAMES PAST		SECONDS ELAPSED
73	36	146	201	100	50	153	204	230	243		143.6		0.4369		3900		65.0
249	252	126	191	95	175	215	107	53	26		148.9		0.4161		3910		65.17
141	198	99	49	152	204	230	243	121	60		149.7		0.4129		3920		65.33
158	79	167	211	233	244	250	253	126	63		178.4		0.3004		3930		65.5
31	15	7	131	193	224	112	184	220	238		135.5		0.4686		3940		65.67
119	59	29	14	135	195	225	112	184	220		129.2		0.4933		3950		65.83
238	247	123	61	158	207	231	243	249	252		200.9		0.2122		3960		66.0
254	127	191	95	47	23	11	133	66	33		98.0		0.6157		3970		66.17
144	200	228	242	121	188	94	47	151	203		161.8		0.3655		3980		66.33
229	114	57	28	14	7	3	1	128	64		64.5		0.7471		3990		66.5
160	80	40	148	202	101	50	153	76	38		104.8		0.589		4000		66.67
147	201	100	178	217	236	118	187	93	174		165.1		0.3525		4010		66.83
215	235	117	58	157	206	103	179	89	172		153.1		0.3996		4020		67.0
214	235	117	58	29	142	71	163	209	232		147.0		0.4235		4030		67.17
244	122	61	30	15	7	3	129	64	32		70.7		0.7227		4040		67.33
144	72	164	210	105	180	90	173	86	171		139.5		0.4529		4050		67.5
213	106	53	26	141	198	227	113	184	92		135.3		0.4694		4060		67.67
174	215	107	181	218	109	54	155	205	230		164.8		0.3537		4070		67.83
115	57	28	142	199	99	49	24	140	198		105.1		0.5878		4080		68.0
227	241	248	252	254	255	255	255	127	63		217.7		0.1463		4090		68.17
159	207	231	115	57	156	206	103	51	25		131.0		0.4863		4100		68.33
140	198	99	177	88	172	214	107	181	90		146.6		0.4251		4110		68.5
45	150	203	229	114	57	156	78	39	147		121.8		0.5224		4120		68.67
73	164	82	41	20	10	5	130	65	32		62.2		0.7561		4130		68.83
16	136	68	34	17	8	132	66	161	80		71.8		0.7184		4140		69.0
40	20	138	197	98	177	216	108	54	155		120.3		0.5282		4150		69.17
205	230	243	121	60	30	143	71	35	145		128.3		0.4969		4160		69.33
200	228	114	185	220	238	119	59	157	78		159.8		0.3733		4170		69.5
167	83	169	84	170	85	170	213	234	117		149.2		0.4149		4180		69.67
186	221	110	55	155	77	38	19	137	196		119.4		0.5318		4190		69.83
98	49	152	204	102	51	25	12	6	3		70.2		0.7247		4200		70.0
129	64	32	144	200	100	50	25	140	70		95.4		0.6259		4210		70.17
163	209	104	52	26	13	6	131	65	160		92.9		0.6357		4220		70.33
80	40	20	138	197	226	113	56	28	14		91.2		0.6424		4230		70.5
135	195	97	48	152	76	38	147	73	164		112.5		0.5588		4240		70.67
210	233	116	58	157	206	103	179	217	236		171.5		0.3275		4250		70.83
118	187	93	46	23	11	5	2	129	192		80.6		0.6839		4260		71.0
224	112	184	220	238	247	123	189	94	175		180.6		0.2918		4270		71.17
215	235	245	250	125	190	223	111	55	27		167.6		0.3427		4280		71.33
13	6	3	129	192	224	240	248	252	126		143.3		0.438		4290		71.5
63	31	143	199	227	241	120	60	158	79		132.1		0.482		4300		71.67
39	19	9	132	66	161	80	168	212	234		112.0		0.5608		4310		71.83
117	58	157	206	231	243	249	124	190	223		179.8		0.2949		4320		72.0
111	183	91	45	150	203	229	242	121	188		156.3		0.3871		4330		72.17
222	111	183	91	45	22	11	133	66	33		91.7		0.6404		4340		72.33
144	200	228	114	57	156	78	39	147	201		136.4		0.4651		4350		72.5
100	50	25	12	6	3	1	128	64	32		42.1		0.8349		4360		72.67
144	72	36	146	73	36	18	137	68	34		76.4		0.7004		4370		72.83
145	72	164	82	169	212	106	181	218	237		158.6		0.378		4380		73.0
118	187	93	46	151	75	165	210	233	244		152.2		0.4031		4390		73.17
250	253	254	127	63	159	79	167	211	105		166.8		0.3459		4400		73.33
52	154	77	166	83	41	148	202	229	114		126.6		0.5035		4410		73.5
57	28	142	71	163	209	232	116	186	221		142.5		0.4412		4420		73.67
110	55	27	13	6	131	193	224	112	184		105.5		0.5863		4430		73.83
220	238	247	123	61	30	143	199	227	241		172.9		0.322		4440		74.0
248	252	254	255	127	63	31	15	135	195		157.5		0.3824		4450		74.17
225	240	248	252	254	127	63	31	15	135		159.0		0.3765		4460		74.33
195	225	112	184	220	238	119	59	29	142		152.3		0.4027		4470		74.5
199	227	241	120	188	222	111	183	91	45		162.7		0.362		4480		74.67
150	203	229	114	57	156	206	103	179	89		148.6		0.4173		4490		74.83
172	86	43	149	74	37	146	73	36	18		83.4		0.6729		4500		75.0
9	132	66	33	16	136	68	34	17	8		51.9		0.7965		4510		75.17
4	130	193	96	48	24	140	70	163	209		107.7		0.5776		4520		75.33
232	116	58	157	78	167	83	41	20	10		96.2		0.6227		4530		75.5
133	194	225	240	248	252	126	191	95	175		187.9		0.2631		4540		75.67
87	171	213	106	181	218	109	182	91	45		140.3		0.4498		4550		75.83
150	203	101	50	25	12	134	67	161	208		111.1		0.5643		4560		76.0
232	116	186	221	110	55	27	141	70	163		132.1		0.482		4570		76.17
209	232	116	186	93	174	215	107	53	26		141.1		0.4467		4580		76.33
141	70	35	145	200	228	242	249	252	126		168.8		0.338		4590		76.5
63	31	143	199	227	113	56	28	142	71		107.3		0.5792		4600		76.67
35	17	136	196	98	177	88	172	214	107		124.0		0.5137		4610		76.83
181	90	173	214	235	245	122	61	158	207		168.6		0.3388		4620		77.0
103	179	89	172	86	43	149	202	101	178		130.2		0.4894		4630		77.17
89	44	22	11	5	2	1	0	128	64		36.6		0.8565		4640		77.33
32	144	200	100	178	217	108	54	155	205		139.3		0.4537		4650		77.5
102	179	217	236	118	187	93	174	215	107		162.8		0.3616		4660		77.67
53	26	141	198	99	177	216	236	246	251		164.3		0.3557		4670		77.83
125	62	31	15	135	195	225	240	248	124		140.0		0.451		4680		78.0
190	95	47	23	11	133	66	161	80	168		97.4		0.618		4690		78.17
212	234	117	186	221	238	247	251	253	126		208.5		0.1824		4700		78.33
63	159	79	167	83	41	148	74	37	146		99.7		0.609		4710		78.5
73	164	210	105	52	26	13	6	3	129		78.1		0.6937		4720		78.67
64	160	80	40	148	74	37	146	201	100		105.0		0.5882		4730		78.83
50	153	76	38	19	137	196	98	177	216		116.0		0.5451		4740		79.0
108	54	27	13	6	131	65	32	16	8		46.0		0.8196		4750		79.17
132	194	225	240	248	124	62	159	207	231		182.2		0.2855		4760		79.33
115	185	92	46	151	75	37	146	73	164		108.4		0.5749		4770		79.5
82	169	212	234	117	58	29	14	135	67		111.7		0.562		4780		79.67
161	80	168	84	170	213	234	117	186	221		163.4		0.3592		4790		79.83
110	183	219	109	54	27	141	198	227	113		138.1		0.4584		4800		80.0
184	220	110	55	27	141	198	99	177	88		129.9		0.4906		4810		80.17
44	150	75	37	18	9	132	66	161	80		77.2		0.6973		4820		80.33
168	212	106	53	26	141	198	227	241	120		149.2		0.4149		4830		80.5
60	158	207	103	179	89	172	86	171	213		143.8		0.4361		4840		80.67
234	117	186	93	46	151	75	37	18	9		96.6		0.6212		4850		80.83
4	130	193	224	240	248	124	190	223	239		181.5		0.2882		4860		81.0
119	187	221	110	183	219	109	182	91	45		146.6		0.4251		4870		81.17
150	203	101	178	89	44	150	75	165	210		136.5		0.4647		4880		81.33
105	52	154	205	102	51	25	12	134	195		103.5		0.5941		4890		81.5
225	240	120	188	222	239	247	123	61	30		169.5		0.3353		4900		81.67
143	199	227	113	184	220	238	247	123	61		175.5		0.3118		4910		81.83
158	79	167	211	233	244	250	125	62	31		156.0		0.3882		4920		82.0
15	7	3	129	64	160	80	168	212	234		107.2		0.5796		4930		82.17
117	186	221	110	183	219	237	118	59	157		160.7		0.3698		4940		82.33
206	231	115	57	156	78	39	19	137	196		123.4		0.5161		4950		82.5
226	113	56	28	142	71	35	145	72	164		105.2		0.5875		4960		82.67
82	169	84	170	85	170	213	106	181	218		147.8		0.4204		4970		82.83
237	118	59	157	206	231	115	185	220	110		163.8		0.3576		4980		83.0
55	27	141	198	99	49	24	12	134	67		80.6		0.6839		4990		83.17
33	16	136	196	98	177	88	172	214	235		136.5		0.4647		5000		83.33
245	122	189	222	239	247	251	125	190	223		205.3		0.1949		5010		83.5
111	183	91	45	150	75	165	210	105	180		131.5		0.4843		5020		83.67
218	109	54	27	13	6	3	129	64	160		78.3		0.6929		5030		83.83
80	168	212	106	53	154	205	102	179	217		147.6		0.4212		5040		84.0
108	54	27	141	198	227	113	184	92	46		119.0		0.5333		5050		84.17
23	11	133	194	97	48	24	12	134	67		74.3		0.7086		5060		84.33
33	16	136	68	34	145	72	164	210	233		111.1		0.5643		5070		84.5
116	58	157	206	231	243	249	252	126	191		182.9		0.2827		5080		84.67
95	175	87	43	21	10	133	194	97	176		103.1		0.5957		5090		84.83
216	236	246	251	125	62	31	143	199	227		173.6		0.3192		5100		85.0
241	248	252	126	63	31	15	7	3	129		111.5		0.5627		5110		85.17
64	32	144	200	228	242	121	188	94	175		148.8		0.4165		5120		85.33
215	235	245	122	61	30	143	71	35	17		117.4		0.5396		5130		85.5
136	68	162	209	232	244	250	125	62	159		164.7		0.3541		5140		85.67
207	103	179	217	108	182	219	109	182	91		159.7		0.3737		5150		85.83
45	150	203	229	242	121	60	158	79	167		145.4		0.4298		5160		86.0
83	41	20	138	197	98	49	152	204	230		121.2		0.5247		5170		86.17
243	249	252	126	63	159	207	231	115	57		170.2		0.3325		5180		86.33
28	14	7	3	1	128	192	224	112	56		76.5		0.7		5190		86.5
156	206	103	179	217	108	54	155	205	102		148.5		0.4176		5200		86.67
51	25	140	70	163	81	168	84	170	85		103.7		0.5933		5210		86.83
42	149	202	101	50	153	76	166	211	105		125.5		0.5078		5220		87.0
52	154	205	230	243	249	252	254	255	255		214.9		0.1573		5230		87.17
127	191	95	47	151	203	101	178	89	172		135.4		0.469		5240		87.33
214	107	53	154	77	38	19	137	68	162		102.9		0.5965		5250		87.5
81	40	148	74	37	146	201	100	178	217		122.2		0.5208		5260		87.67
108	54	27	141	198	227	241	248	124	62		143.0		0.4392		5270		87.83
31	15	135	67	33	16	8	4	130	65		50.4		0.8024		5280		88.0
160	208	232	116	58	157	78	39	147	201		139.6		0.4525		5290		88.17
100	50	153	204	102	51	25	140	70	163		105.8		0.5851		5300		88.33
81	40	20	138	69	34	145	200	228	114		106.9		0.5808		5310		88.5
185	92	174	215	107	181	90	173	214	235		166.6		0.3467		5320		88.67
245	250	125	190	223	111	183	91	45	22		148.5		0.4176		5330		88.83
11	133	194	97	176	216	236	118	59	29		126.9		0.5024		5340		89.0
14	7	131	193	96	48	152	204	102	51		99.8		0.6086		5350		89.17
25	140	70	163	209	104	52	154	77	38		103.2		0.5953		5360		89.33
147	73	164	82	169	84	170	213	234	117		145.3		0.4302		5370		89.5
58	157	206	231	243	121	60	158	207	103		154.4		0.3945		5380		89.67
179	89	172	214	235	245	250	125	190	95		179.4		0.2965		5390		89.83
175	215	107	53	26	13	6	3	1	128		72.7		0.7149		5400		90.0
192	224	112	184	92	174	87	171	213	106		155.5		0.3902		5410		90.17
181	90	173	86	43	21	138	197	226	241		139.6		0.4525		5420		90.33
248	124	190	95	175	87	171	85	42	149		136.6		0.4643		5430		90.5
74	37	146	73	164	210	233	244	122	61		136.4		0.4651		5440		90.67
30	15	135	195	97	48	24	140	70	35		78.9		0.6906		5450		90.83
17	136	196	98	177	88	44	150	75	165		114.6		0.5506		5460		91.0
82	169	212	106	181	90	45	150	203	101		133.9		0.4749		5470		91.17
50	153	204	102	51	153	204	230	243	121		151.1		0.4075		5480		91.33
60	30	15	7	131	193	224	240	120	60		108.0		0.5765		5490		91.5
158	79	39	19	137	68	34	145	72	164		91.5		0.6412		5500		91.67
210	105	180	90	173	214	235	245	122	61		163.5		0.3588		5510		91.83
30	143	71	163	81	168	84	170	213	234		135.7		0.4678		5520		92.0
117	186	93	46	151	203	101	50	25	12		98.4		0.6141		5530		92.17
134	195	97	176	216	108	182	219	237	246		181.0		0.2902		5540		92.33
123	189	94	175	215	107	53	26	13	134		112.9		0.5573		5550		92.5
195	97	176	216	236	118	59	157	206	103		156.3		0.3871		5560		92.67
179	217	108	54	27	13	6	3	1	128		73.6		0.7114		5570		92.83
64	32	144	200	100	178	89	44	22	139		101.2		0.6031		5580		93.0
197	98	177	88	172	86	171	85	170	213		145.7		0.4286		5590		93.17
234	245	122	189	222	111	183	91	173	214		178.4		0.3004		5600		93.33
235	117	58	29	142	71	35	145	200	228		126.0		0.5059		5610		93.5
114	57	28	142	71	35	145	72	36	146		84.6		0.6682		5620		93.67
201	100	178	89	172	86	171	213	234	245		168.9		0.3376		5630		93.83
122	61	30	143	71	35	145	200	100	178		108.5		0.5745		5640		94.0
217	236	246	123	61	30	143	199	99	177		153.1		0.3996		5650		94.17
88	172	214	235	117	186	93	174	215	235		172.9		0.322		5660		94.33
245	250	125	62	31	143	71	35	17	8		98.7		0.6129		5670		94.5
132	66	33	144	200	228	242	249	124	62		148.0		0.4196		5680		94.67
31	143	199	227	241	248	124	62	31	15		132.1		0.482		5690		94.83
7	3	1	0	0	0	128	192	224	240		79.5		0.6882		5700		95.0
248	124	62	159	207	231	243	249	124	62		170.9		0.3298		5710		95.17
159	79	39	19	9	132	66	161	208	232		110.4		0.5671		5720		95.33
244	250	125	62	159	79	167	211	233	116		164.6		0.3545		5730		95.5
186	221	238	119	59	29	142	199	227	113		153.3		0.3988		5740		95.67
56	156	206	103	179	89	172	214	235	245		165.5		0.351		5750		95.83
122	61	158	79	167	211	105	180	90	45		121.8		0.5224		5760		96.0
22	11	5	130	65	32	16	136	68	162		64.7		0.7463		5770		96.17
81	40	148	74	165	82	169	84	170	213		122.6		0.5192		5780		96.33
106	181	218	237	246	251	253	254	255	127		212.8		0.1655		5790		96.5
191	95	175	87	43	149	202	101	178	89		131.0		0.4863		5800		96.67
172	214	107	53	26	13	6	3	129	64		78.7		0.6914		5810		96.83
160	208	104	180	90	45	150	203	229	114		148.3		0.4184		5820		97.0
185	92	46	23	139	69	162	209	232	116		127.3		0.5008		5830		97.17
58	29	142	71	163	81	40	20	10	5		61.9		0.7573		5840		97.33
2	1	128	192	96	48	24	140	70	35		73.6		0.7114		5850		97.5
145	72	36	18	137	68	34	17	136	68		73.1		0.7133		5860		97.67
34	145	200	100	50	25	12	6	131	65		76.8		0.6988		5870		97.83
32	16	8	132	66	161	208	232	116	58		102.9		0.5965		5880		98.0
157	78	167	83	169	84	42	149	202	229		136.0		0.4667		5890		98.17
242	121	188	94	175	87	171	85	42	21		122.6		0.5192		5900		98.33
10	133	194	97	176	216	108	182	219	109		144.4		0.4337		5910		98.5
54	27	141	70	163	209	232	244	122	61		132.3		0.4812		5920		98.67
158	207	103	51	153	76	38	19	137	196		113.8		0.5537		5930		98.83
226	113	184	92	46	23	11	133	66	33		92.7		0.6365		5940		99.0
16	8	4	130	65	160	80	168	84	42		75.7		0.7031		5950		99.17
149	74	37	18	137	68	34	145	200	100		96.2		0.6227		5960		99.33
178	217	236	118	187	93	46	151	203	101		153.0		0.4		5970		99.5
50	153	204	230	243	121	188	222	239	119		176.9		0.3063		5980		99.67
187	221	238	119	187	221	238	119	59	29		161.8		0.3655		5990		99.83
14	7	3	1	0	128	192	224	112	184		86.5		0.6608		6000		100.0
220	238	247	251	253	126	191	223	239	247		223.5		0.1235		6010		100.17
123	61	158	207	103	51	25	140	198	99		116.5		0.5431		6020		100.33
177	216	236	246	123	189	94	47	23	139		149.0		0.4157		6030		100.5
197	98	49	152	76	166	83	41	148	74		108.4		0.5749		6040		100.67
37	18	137	68	162	81	40	20	138	197		89.8		0.6478		6050		100.83
226	241	120	188	94	175	215	107	181	218		176.5		0.3078		6060		101.0
237	118	187	93	174	87	43	149	202	229		151.9		0.4043		6070		101.17
242	121	60	158	79	39	147	73	36	146		110.1		0.5682		6080		101.33
201	100	178	89	172	214	235	245	250	253		193.7		0.2404		6090		101.5
126	63	159	207	103	51	153	204	102	51		121.9		0.522		6100		101.67
25	140	198	99	49	24	12	134	67	161		90.9		0.6435		6110		101.83
80	168	212	106	181	90	45	150	203	229		146.4		0.4259		6120		102.0
114	185	220	110	55	155	77	166	211	105		139.8		0.4518		6130		102.17
52	26	13	134	67	161	208	232	116	58		106.7		0.5816		6140		102.33
29	14	7	3	129	64	32	16	136	68		49.8		0.8047		6150		102.5
162	81	168	84	42	149	74	165	82	41		104.8		0.589		6160		102.67
20	10	133	194	225	240	120	188	94	175		139.9		0.4514		6170		102.83
87	171	85	42	149	74	165	210	105	180		126.8		0.5027		6180		103.0
218	237	246	251	125	62	31	143	199	99		161.1		0.3682		6190		103.17
177	216	236	118	59	29	142	71	35	145		122.8		0.5184		6200		103.33
72	36	146	73	36	146	73	164	82	169		99.7		0.609		6210		103.5
84	170	213	106	53	26	141	198	227	241		145.9		0.4278		6220		103.67
248	124	190	223	111	183	91	45	22	139		137.6		0.4604		6230		103.83
197	226	113	184	220	238	247	123	61	30		163.9		0.3573		6240		104.0
15	135	195	225	240	248	252	126	63	31		153.0		0.4		6250		104.17
15	7	131	193	96	48	152	204	230	115		119.1		0.5329		6260		104.33
57	156	78	167	211	233	116	186	93	46		134.3		0.4733		6270		104.5
151	75	37	146	201	100	178	217	236	246		158.7		0.3776		6280		104.67
123	189	222	239	247	123	189	94	47	23		149.6		0.4133		6290		104.83
139	69	162	81	168	84	170	85	170	85		121.3		0.5243		6300		105.0
42	21	10	133	66	33	16	136	68	162		68.7		0.7306		6310		105.17
209	232	116	186	221	110	183	219	109	54		163.9		0.3573		6320		105.33
155	205	230	243	121	188	222	239	119	59		178.1		0.3016		6330		105.5
157	206	103	179	217	236	246	123	61	30		155.8		0.389		6340		105.67
15	7	3	129	64	160	208	104	180	218		108.8		0.5733		6350		105.83
109	182	219	237	118	187	221	110	55	155		159.3		0.3753		6360		106.0
77	166	211	105	180	90	45	150	75	165		126.4		0.5043		6370		106.17
210	105	52	26	13	6	3	1	0	128		54.4		0.7867		6380		106.33
64	32	144	72	164	210	233	116	58	157		125.0		0.5098		6390		106.5
78	167	211	233	244	122	189	222	239	119		182.4		0.2847		6400		106.67
59	29	14	135	67	161	208	232	244	250		139.9		0.4514		6410		106.83
253	254	127	63	159	207	231	243	121	60		171.8		0.3263		6420		107.0
158	79	39	19	9	132	194	225	112	184		115.1		0.5486		6430		107.17
220	238	119	187	221	238	247	251	253	126		210.0		0.1765		6440		107.33
63	31	15	135	67	33	144	72	164	210		93.4		0.6337		6450		107.5
105	180	218	109	54	155	205	102	51	153		133.2		0.4776		6460		107.67
76	166	211	105	180	90	45	150	203	229		145.5		0.4294		6470		107.83
242	121	60	30	15	135	67	33	16	136		85.5		0.6647		6480		108.0
68	34	17	136	196	226	241	120	60	30		112.8		0.5576		6490		108.17
15	135	195	225	240	120	60	30	15	7		104.2		0.5914		6500		108.33
3	1	0	0	0	0	128	192	224	240		78.8		0.691		6510		108.5
120	60	30	143	199	227	241	120	60	30		123.0		0.5176		6520		108.67
143	71	35	17	136	68	34	145	200	228		107.7		0.5776		6530		108.83
242	121	60	30	143	71	163	209	104	180		132.3		0.4812		6540		109.0
90	173	214	107	53	154	205	102	179	89		136.6		0.4643		6550		109.17
44	150	75	165	210	233	244	250	253	126		175.0		0.3137		6560		109.33
63	31	143	71	163	209	232	116	186	93		130.7		0.4875		6570		109.5
174	87	43	21	10	133	66	33	16	136		71.9		0.718		6580		109.67
196	226	241	248	124	190	223	239	247	251		218.5		0.1431		6590		109.83
125	62	159	207	103	51	25	140	198	227		129.7		0.4914		6600		110.0
113	184	220	238	119	187	221	238	119	187		182.6		0.2839		6610		110.17
221	110	55	27	13	6	3	1	128	64		62.8		0.7537		6620		110.33
160	208	232	116	186	93	46	151	203	229		162.4		0.3631		6630		110.5
114	185	92	174	215	107	53	154	205	230		152.9		0.4004		6640		110.67
243	249	252	254	127	191	95	175	87	43		171.6		0.3271		6650		110.83
149	74	37	146	73	164	210	105	180	90		122.8		0.5184		6660		111.0
45	22	11	133	66	33	16	8	132	66		53.2		0.7914		6670		111.17
33	144	72	164	82	169	84	42	21	10		82.1		0.678		6680		111.33
133	66	161	208	104	52	154	205	230	243		155.6		0.3898		6690		111.5
121	60	30	143	199	99	177	216	236	118		139.9		0.4514		6700		111.67
187	93	174	87	43	149	74	165	210	105		128.7		0.4953		6710		111.83
52	154	77	166	211	105	52	154	205	102		127.8		0.4988		6720		112.0
51	153	204	230	243	249	252	126	63	31		160.2		0.3718		6730		112.17
143	199	99	49	24	12	134	67	33	144		90.4		0.6455		6740		112.33
200	228	114	185	92	174	87	171	213	106		157.0		0.3843		6750		112.5
181	218	237	118	59	29	142	199	99	177		145.9		0.4278		6760		112.67
216	108	182	91	173	214	107	53	26	141		131.1		0.4859		6770		112.83
70	35	17	8	132	194	225	240	120	188		122.9		0.518		6780		113.0
222	239	247	251	125	62	159	207	231	115		185.8		0.2714		6790		113.17
57	156	206	231	115	57	156	206	103	179		146.6		0.4251		6800		113.33
217	236	246	123	189	94	47	23	11	133		131.9		0.4827		6810		113.5
66	33	144	72	164	210	105	180	90	45		110.9		0.5651		6820		113.67
22	139	197	98	49	24	12	134	195	97		96.7		0.6208		6830		113.83
176	88	172	86	171	213	234	117	58	157		147.2		0.4227		6840		114.0
78	167	83	41	20	138	197	226	241	248		143.9		0.4357		6850		114.17
252	254	255	255	127	191	95	175	215	235		205.4		0.1945		6860		114.33
117	186	93	174	87	43	21	138	69	34		96.2		0.6227		6870		114.5
17	8	132	194	97	48	152	76	166	211		110.1		0.5682		6880		114.67
233	116	186	221	110	183	219	109	182	219		177.8		0.3027		6890		114.83
237	246	251	125	190	95	175	87	43	149		159.8		0.3733		6900		115.0
202	101	50	25	140	198	99	49	24	140		102.8		0.5969		6910		115.17
70	35	145	72	164	210	233	116	58	29		113.2		0.5561		6920		115.33
142	199	227	241	248	124	62	31	143	71		148.8		0.4165		6930		115.5
35	17	8	4	2	1	128	192	224	240		85.1		0.6663		6940		115.67
120	60	30	15	135	195	225	112	56	28		97.6		0.6173		6950		115.83
14	7	3	1	128	64	32	16	8	132		40.5		0.8412		6960		116.0
194	97	48	24	12	6	131	193	96	176		97.7		0.6169		6970		116.17
88	44	22	139	69	162	209	104	52	26		91.5		0.6412		6980		116.33
141	198	99	177	216	108	54	155	77	38		126.3		0.5047		6990		116.5
19	9	4	2	129	192	224	112	184	220		109.5		0.5706		7000		116.67
110	183	91	173	86	171	213	106	181	218		153.2		0.3992		7010		116.83
109	182	219	109	182	219	109	54	27	141		135.1		0.4702		7020		117.0
198	99	177	216	236	118	59	29	14	7		115.3		0.5478		7030		117.17
3	129	64	32	144	200	100	178	89	172		111.1		0.5643		7040		117.33
86	171	213	106	181	90	45	22	139	69		112.2		0.56		7050		117.5
162	209	232	116	186	221	238	119	187	93		176.3		0.3086		7060		117.67
46	151	203	101	50	25	140	198	227	113		125.4		0.5082		7070		117.83
184	220	110	55	155	205	230	115	185	92		155.1		0.3918		7080		118.0
46	23	11	5	2	1	128	64	32	144		45.6		0.8212		7090		118.17
200	228	114	57	28	14	135	195	225	112		130.8		0.4871		7100		118.33
56	156	78	167	83	41	148	74	165	82		105.0		0.5882		7110		118.5
169	212	234	117	58	157	206	231	115	185		168.4		0.3396		7120		118.67
92	174	215	107	181	218	109	182	219	237		173.4		0.32		7130		118.83
